,Unnamed: 0,image,cat_name,act_name,act_id
3132,4297,"(array(['015144552.jpg'], dtype='<U13'),)",walking,"walking, for exerceise, with ski poles",139
3133,4298,"(array(['043277148.jpg'], dtype='<U13'),)",walking,"walking, for exerceise, with ski poles",139
3134,4299,"(array(['059567982.jpg'], dtype='<U13'),)",walking,"walking, for exerceise, with ski poles",139
3135,4300,"(array(['008061541.jpg'], dtype='<U13'),)",walking,"walking, for exerceise, with ski poles",139
3136,4301,"(array(['093956859.jpg'], dtype='<U13'),)",walking,"walking, for exerceise, with ski poles",139
3137,4302,"(array(['075513362.jpg'], dtype='<U13'),)",walking,"walking, for exerceise, with ski poles",139
3138,4303,"(array(['058662392.jpg'], dtype='<U13'),)",walking,"walking, for exerceise, with ski poles",139
3139,4304,"(array(['082843867.jpg'], dtype='<U13'),)",walking,"walking, for exerceise, with ski poles",139
3140,4305,"(array(['008018676.jpg'], dtype='<U13'),)",walking,"walking, for exerceise, with ski poles",139
3141,4306,"(array(['047683888.jpg'], dtype='<U13'),)",walking,"walking, for exerceise, with ski poles",139
3142,4307,"(array(['063009313.jpg'], dtype='<U13'),)",walking,"walking, for exerceise, with ski poles",139
3143,4308,"(array(['082865291.jpg'], dtype='<U13'),)",walking,"walking, for exerceise, with ski poles",139
3144,4309,"(array(['078346956.jpg'], dtype='<U13'),)",walking,"walking, for exerceise, with ski poles",139
3145,4310,"(array(['027706925.jpg'], dtype='<U13'),)",home activities,"sweeping garage, sidewalk or outside of house",140
3146,4311,"(array(['094088017.jpg'], dtype='<U13'),)",home activities,"sweeping garage, sidewalk or outside of house",140
3147,4312,"(array(['012434584.jpg'], dtype='<U13'),)",home activities,"sweeping garage, sidewalk or outside of house",140
3148,4313,"(array(['087513362.jpg'], dtype='<U13'),)",sports,wrestling (one match = 5 minutes),143
3149,4314,"(array(['097094025.jpg'], dtype='<U13'),)",sports,wrestling (one match = 5 minutes),143
3150,4315,"(array(['017715352.jpg'], dtype='<U13'),)",sports,wrestling (one match = 5 minutes),143
3151,4316,"(array(['072206606.jpg'], dtype='<U13'),)",sports,wrestling (one match = 5 minutes),143
3152,4317,"(array(['004028552.jpg'], dtype='<U13'),)",sports,wrestling (one match = 5 minutes),143
3153,4318,"(array(['040542283.jpg'], dtype='<U13'),)",sports,wrestling (one match = 5 minutes),143
3154,4319,"(array(['051628330.jpg'], dtype='<U13'),)",sports,wrestling (one match = 5 minutes),143
3155,4320,"(array(['058064523.jpg'], dtype='<U13'),)",sports,wrestling (one match = 5 minutes),143
3156,4321,"(array(['093593725.jpg'], dtype='<U13'),)",sports,wrestling (one match = 5 minutes),143
3157,4322,"(array(['067225069.jpg'], dtype='<U13'),)",sports,wrestling (one match = 5 minutes),143
3158,4323,"(array(['048127795.jpg'], dtype='<U13'),)",sports,wrestling (one match = 5 minutes),143
3159,4324,"(array(['080967504.jpg'], dtype='<U13'),)",sports,wrestling (one match = 5 minutes),143
3160,4325,"(array(['095053282.jpg'], dtype='<U13'),)",sports,wrestling (one match = 5 minutes),143
3161,4326,"(array(['002206615.jpg'], dtype='<U13'),)",sports,wrestling (one match = 5 minutes),143
3162,4327,"(array(['098252127.jpg'], dtype='<U13'),)",sports,wrestling (one match = 5 minutes),143
3163,4328,"(array(['008613214.jpg'], dtype='<U13'),)",sports,wrestling (one match = 5 minutes),143
3164,4329,"(array(['081438678.jpg'], dtype='<U13'),)",sports,wrestling (one match = 5 minutes),143
3165,4330,"(array(['028033475.jpg'], dtype='<U13'),)",sports,wrestling (one match = 5 minutes),143
3166,4331,"(array(['013217966.jpg'], dtype='<U13'),)",sports,wrestling (one match = 5 minutes),143
3167,4332,"(array(['043985564.jpg'], dtype='<U13'),)",sports,wrestling (one match = 5 minutes),143
3168,4333,"(array(['064395658.jpg'], dtype='<U13'),)",sports,wrestling (one match = 5 minutes),143
3169,4334,"(array(['038095185.jpg'], dtype='<U13'),)",sports,wrestling (one match = 5 minutes),143
3170,4335,"(array(['005456541.jpg'], dtype='<U13'),)",sports,wrestling (one match = 5 minutes),143
3171,4340,"(array(['044257735.jpg'], dtype='<U13'),)",sports,golf,144
3172,4341,"(array(['004836271.jpg'], dtype='<U13'),)",sports,golf,144
3173,4342,"(array(['082048758.jpg'], dtype='<U13'),)",sports,golf,144
3174,4343,"(array(['082634081.jpg'], dtype='<U13'),)",sports,golf,144
3175,4344,"(array(['058800046.jpg'], dtype='<U13'),)",sports,golf,144
3176,4345,"(array(['035310289.jpg'], dtype='<U13'),)",sports,golf,144
3177,4346,"(array(['079978336.jpg'], dtype='<U13'),)",sports,golf,144
3178,4347,"(array(['055468702.jpg'], dtype='<U13'),)",sports,golf,144
3179,4359,"(array(['018483840.jpg'], dtype='<U13'),)",sports,golf,144
3180,4360,"(array(['005958710.jpg'], dtype='<U13'),)",sports,golf,144
3181,4361,"(array(['060435932.jpg'], dtype='<U13'),)",sports,golf,144
3182,4362,"(array(['076369227.jpg'], dtype='<U13'),)",sports,golf,144
3183,4363,"(array(['052340137.jpg'], dtype='<U13'),)",sports,golf,144
3184,4364,"(array(['022677263.jpg'], dtype='<U13'),)",sports,golf,144
3185,4365,"(array(['066652198.jpg'], dtype='<U13'),)",sports,golf,144
3186,4366,"(array(['008010573.jpg'], dtype='<U13'),)",sports,golf,144
3187,4367,"(array(['044183370.jpg'], dtype='<U13'),)",sports,golf,144
3188,4368,"(array(['016336676.jpg'], dtype='<U13'),)",sports,golf,144
3189,4369,"(array(['018445905.jpg'], dtype='<U13'),)",sports,golf,144
3190,4370,"(array(['020229395.jpg'], dtype='<U13'),)",sports,golf,144
3191,4371,"(array(['038670706.jpg'], dtype='<U13'),)",sports,golf,144
3192,4372,"(array(['005115021.jpg'], dtype='<U13'),)",sports,golf,144
3193,4373,"(array(['039779344.jpg'], dtype='<U13'),)",sports,golf,144
3194,4374,"(array(['051170745.jpg'], dtype='<U13'),)",sports,golf,144
3195,4375,"(array(['048329428.jpg'], dtype='<U13'),)",sports,golf,144
3196,4376,"(array(['038278410.jpg'], dtype='<U13'),)",sports,golf,144
3197,4377,"(array(['083914661.jpg'], dtype='<U13'),)",sports,golf,144
3198,4378,"(array(['014532669.jpg'], dtype='<U13'),)",sports,golf,144
3199,4379,"(array(['050569674.jpg'], dtype='<U13'),)",sports,golf,144
3200,4380,"(array(['006204142.jpg'], dtype='<U13'),)",sports,golf,144
3201,4381,"(array(['007115568.jpg'], dtype='<U13'),)",sports,golf,144
3202,4391,"(array(['054127011.jpg'], dtype='<U13'),)",sports,golf,144
3203,4392,"(array(['064557218.jpg'], dtype='<U13'),)",sports,golf,144
3204,4393,"(array(['004558516.jpg'], dtype='<U13'),)",sports,golf,144
3205,4394,"(array(['094597089.jpg'], dtype='<U13'),)",sports,golf,144
3206,4395,"(array(['084216538.jpg'], dtype='<U13'),)",sports,golf,144
3207,4396,"(array(['029661248.jpg'], dtype='<U13'),)",sports,golf,144
3208,4397,"(array(['007718753.jpg'], dtype='<U13'),)",sports,golf,144
3209,4398,"(array(['016988707.jpg'], dtype='<U13'),)",sports,golf,144
3210,4399,"(array(['012694441.jpg'], dtype='<U13'),)",sports,golf,144
3211,4400,"(array(['012328378.jpg'], dtype='<U13'),)",sports,golf,144
3212,4401,"(array(['051856169.jpg'], dtype='<U13'),)",sports,golf,144
3213,4402,"(array(['024584744.jpg'], dtype='<U13'),)",sports,golf,144
3214,4403,"(array(['035813972.jpg'], dtype='<U13'),)",sports,golf,144
3215,4404,"(array(['098950533.jpg'], dtype='<U13'),)",sports,golf,144
3216,4405,"(array(['068431425.jpg'], dtype='<U13'),)",sports,golf,144
3217,4406,"(array(['094898067.jpg'], dtype='<U13'),)",sports,golf,144
3218,4407,"(array(['014255656.jpg'], dtype='<U13'),)",sports,golf,144
3219,4408,"(array(['038213947.jpg'], dtype='<U13'),)",sports,golf,144
3220,4409,"(array(['055473180.jpg'], dtype='<U13'),)",sports,golf,144
3221,4416,"(array(['041544300.jpg'], dtype='<U13'),)",occupation,using heavy tools,145
3222,4417,"(array(['002400504.jpg'], dtype='<U13'),)",occupation,using heavy tools,145
3223,4418,"(array(['033537161.jpg'], dtype='<U13'),)",occupation,using heavy tools,145
3224,4419,"(array(['017708226.jpg'], dtype='<U13'),)",occupation,using heavy tools,145
3225,4420,"(array(['009842419.jpg'], dtype='<U13'),)",occupation,using heavy tools,145
3226,4421,"(array(['095672043.jpg'], dtype='<U13'),)",occupation,using heavy tools,145
3227,4422,"(array(['059935973.jpg'], dtype='<U13'),)",occupation,using heavy tools,145
3228,4423,"(array(['072865628.jpg'], dtype='<U13'),)",occupation,using heavy tools,145
3229,4424,"(array(['031536374.jpg'], dtype='<U13'),)",occupation,using heavy tools,145
3230,4425,"(array(['039314713.jpg'], dtype='<U13'),)",occupation,using heavy tools,145
3231,4426,"(array(['023692399.jpg'], dtype='<U13'),)",occupation,using heavy tools,145
3232,4427,"(array(['009696567.jpg'], dtype='<U13'),)",lawn and garden,clearing brush,883
3233,4428,"(array(['017903164.jpg'], dtype='<U13'),)",lawn and garden,clearing brush,883
3234,4429,"(array(['079751405.jpg'], dtype='<U13'),)",lawn and garden,clearing brush,883
3235,4430,"(array(['067754581.jpg'], dtype='<U13'),)",lawn and garden,clearing brush,883
3236,4431,"(array(['054692888.jpg'], dtype='<U13'),)",lawn and garden,clearing brush,883
3237,4432,"(array(['047508987.jpg'], dtype='<U13'),)",lawn and garden,"mowing lawn, power mower",146
3238,4433,"(array(['092243428.jpg'], dtype='<U13'),)",lawn and garden,clearing brush,883
3239,4434,"(array(['007273495.jpg'], dtype='<U13'),)",lawn and garden,clearing brush,883
3240,4435,"(array(['028060081.jpg'], dtype='<U13'),)",lawn and garden,clearing brush,883
3241,4436,"(array(['034993785.jpg'], dtype='<U13'),)",lawn and garden,clearing brush,883
3242,4437,"(array(['078242581.jpg'], dtype='<U13'),)",lawn and garden,"mowing lawn, power mower",146
3243,4438,"(array(['099251462.jpg'], dtype='<U13'),)",lawn and garden,clearing brush,883
3244,4439,"(array(['024067051.jpg'], dtype='<U13'),)",lawn and garden,"mowing lawn, power mower",146
3245,4440,"(array(['087430733.jpg'], dtype='<U13'),)",lawn and garden,clearing brush,883
3246,4441,"(array(['083062276.jpg'], dtype='<U13'),)",lawn and garden,clearing brush,883
3247,4442,"(array(['022465740.jpg'], dtype='<U13'),)",lawn and garden,"mowing lawn, power mower",146
3248,4443,"(array(['039933258.jpg'], dtype='<U13'),)",miscellaneous,"standing, miscellaneous",53
3249,4444,"(array(['040967287.jpg'], dtype='<U13'),)",lawn and garden,"mowing lawn, walk, hand mower (Taylor Code 570)",296
3250,4445,"(array(['097822067.jpg'], dtype='<U13'),)",lawn and garden,"mowing lawn, walk, hand mower (Taylor Code 570)",296
3251,4446,"(array(['018089190.jpg'], dtype='<U13'),)",lawn and garden,"mowing lawn, walk, hand mower (Taylor Code 570)",296
3252,4447,"(array(['079915797.jpg'], dtype='<U13'),)",lawn and garden,"mowing lawn, walk, hand mower (Taylor Code 570)",296
3253,4448,"(array(['033419271.jpg'], dtype='<U13'),)",lawn and garden,"mowing lawn, walk, hand mower (Taylor Code 570)",296
3254,4449,"(array(['073087035.jpg'], dtype='<U13'),)",lawn and garden,"mowing lawn, walk, hand mower (Taylor Code 570)",296
3255,4450,"(array(['042001100.jpg'], dtype='<U13'),)",lawn and garden,"mowing lawn, walk, hand mower (Taylor Code 570)",296
3256,4451,"(array(['057835976.jpg'], dtype='<U13'),)",lawn and garden,"mowing lawn, walk, hand mower (Taylor Code 570)",296
3257,4452,"(array(['083261177.jpg'], dtype='<U13'),)",lawn and garden,"mowing lawn, walk, hand mower (Taylor Code 570)",296
3258,4453,"(array(['080416556.jpg'], dtype='<U13'),)",lawn and garden,"mowing lawn, walk, hand mower (Taylor Code 570)",296
3259,4454,"(array(['086642318.jpg'], dtype='<U13'),)",lawn and garden,"mowing lawn, walk, hand mower (Taylor Code 570)",296
3260,4463,"(array(['013521731.jpg'], dtype='<U13'),)",lawn and garden,clearing brush,883
3261,4464,"(array(['067545605.jpg'], dtype='<U13'),)",lawn and garden,clearing brush,883
3262,4465,"(array(['039600097.jpg'], dtype='<U13'),)",lawn and garden,"mowing lawn, walk, hand mower (Taylor Code 570)",296
3263,4466,"(array(['013300980.jpg'], dtype='<U13'),)",home activities,"non-food shopping, with or without a cart, standing or walking",467
3264,4467,"(array(['015873676.jpg'], dtype='<U13'),)",lawn and garden,"mowing lawn, walk, hand mower (Taylor Code 570)",296
3265,4468,"(array(['094927311.jpg'], dtype='<U13'),)",lawn and garden,"mowing lawn, walk, hand mower (Taylor Code 570)",296
3266,4469,"(array(['087960150.jpg'], dtype='<U13'),)",lawn and garden,"mowing lawn, walk, hand mower (Taylor Code 570)",296
3267,4470,"(array(['090704196.jpg'], dtype='<U13'),)",lawn and garden,"mowing lawn, walk, hand mower (Taylor Code 570)",296
3268,4471,"(array(['099153278.jpg'], dtype='<U13'),)",lawn and garden,"mowing lawn, walk, hand mower (Taylor Code 570)",296
3269,4472,"(array(['020831539.jpg'], dtype='<U13'),)",lawn and garden,"mowing lawn, walk, hand mower (Taylor Code 570)",296
3270,4473,"(array(['035543934.jpg'], dtype='<U13'),)",lawn and garden,"mowing lawn, walk, hand mower (Taylor Code 570)",296
3271,4474,"(array(['066921903.jpg'], dtype='<U13'),)",lawn and garden,"mowing lawn, walk, hand mower (Taylor Code 570)",296
3272,4475,"(array(['048380254.jpg'], dtype='<U13'),)",home activities,child care,870
3273,4476,"(array(['041838953.jpg'], dtype='<U13'),)",lawn and garden,"mowing lawn, walk, hand mower (Taylor Code 570)",296
3274,4477,"(array(['035781125.jpg'], dtype='<U13'),)",lawn and garden,"mowing lawn, walk, hand mower (Taylor Code 570)",296
3275,4478,"(array(['059378063.jpg'], dtype='<U13'),)",lawn and garden,"mowing lawn, walk, hand mower (Taylor Code 570)",296
3276,4479,"(array(['057559343.jpg'], dtype='<U13'),)",lawn and garden,"mowing lawn, walk, hand mower (Taylor Code 570)",296
3277,4480,"(array(['016145783.jpg'], dtype='<U13'),)",lawn and garden,"mowing lawn, walk, hand mower (Taylor Code 570)",296
3278,4481,"(array(['047173984.jpg'], dtype='<U13'),)",lawn and garden,"mowing lawn, walk, hand mower (Taylor Code 570)",296
3279,4482,"(array(['055347178.jpg'], dtype='<U13'),)",lawn and garden,"mowing lawn, walk, hand mower (Taylor Code 570)",296
3280,4483,"(array(['057028694.jpg'], dtype='<U13'),)",lawn and garden,"mowing lawn, walk, hand mower (Taylor Code 570)",296
3281,4484,"(array(['021010719.jpg'], dtype='<U13'),)",lawn and garden,"mowing lawn, walk, hand mower (Taylor Code 570)",296
3282,4485,"(array(['074227139.jpg'], dtype='<U13'),)",lawn and garden,"mowing lawn, walk, hand mower (Taylor Code 570)",296
3283,4493,"(array(['079624361.jpg'], dtype='<U13'),)",inactivity quiet/light,sitting quietly,877
3284,4494,"(array(['073502519.jpg'], dtype='<U13'),)",lawn and garden,"mowing lawn, walk, hand mower (Taylor Code 570)",296
3285,4495,"(array(['061010792.jpg'], dtype='<U13'),)",lawn and garden,"mowing lawn, walk, hand mower (Taylor Code 570)",296
3286,4496,"(array(['048817768.jpg'], dtype='<U13'),)",lawn and garden,"mowing lawn, walk, hand mower (Taylor Code 570)",296
3287,4497,"(array(['013318213.jpg'], dtype='<U13'),)",lawn and garden,"mowing lawn, walk, hand mower (Taylor Code 570)",296
3288,4498,"(array(['026133302.jpg'], dtype='<U13'),)",lawn and garden,"mowing lawn, walk, hand mower (Taylor Code 570)",296
3289,4499,"(array(['041909947.jpg'], dtype='<U13'),)",lawn and garden,"mowing lawn, walk, hand mower (Taylor Code 570)",296
3290,4500,"(array(['059929929.jpg'], dtype='<U13'),)",lawn and garden,"mowing lawn, walk, hand mower (Taylor Code 570)",296
3291,4501,"(array(['051370786.jpg'], dtype='<U13'),)",lawn and garden,"mowing lawn, walk, hand mower (Taylor Code 570)",296
3292,4502,"(array(['028818453.jpg'], dtype='<U13'),)",lawn and garden,"mowing lawn, walk, hand mower (Taylor Code 570)",296
3293,4503,"(array(['000646436.jpg'], dtype='<U13'),)",lawn and garden,"mowing lawn, walk, hand mower (Taylor Code 570)",296
3294,4504,"(array(['049623922.jpg'], dtype='<U13'),)",lawn and garden,"mowing lawn, walk, hand mower (Taylor Code 570)",296
3295,4505,"(array(['028562599.jpg'], dtype='<U13'),)",lawn and garden,"mowing lawn, power mower",146
3296,4506,"(array(['073460830.jpg'], dtype='<U13'),)",lawn and garden,"mowing lawn, power mower",146
3297,4507,"(array(['002394627.jpg'], dtype='<U13'),)",lawn and garden,"mowing lawn, walk, hand mower (Taylor Code 570)",296
3298,4508,"(array(['058482781.jpg'], dtype='<U13'),)",lawn and garden,"mowing lawn, walk, hand mower (Taylor Code 570)",296
3299,4509,"(array(['094147424.jpg'], dtype='<U13'),)",lawn and garden,"mowing lawn, power mower",146
3300,4510,"(array(['017440927.jpg'], dtype='<U13'),)",miscellaneous,"standing, miscellaneous",53
3301,4531,"(array(['019864458.jpg'], dtype='<U13'),)",walking,climbing hills,147
3302,4532,"(array(['024685703.jpg'], dtype='<U13'),)",walking,climbing hills,147
3303,4533,"(array(['030641545.jpg'], dtype='<U13'),)",inactivity quiet/light,sitting quietly,877
3304,4534,"(array(['055513379.jpg'], dtype='<U13'),)",walking,climbing hills,147
3305,4535,"(array(['058799163.jpg'], dtype='<U13'),)",walking,climbing hills,147
3306,4536,"(array(['042649975.jpg'], dtype='<U13'),)",walking,climbing hills,147
3307,4537,"(array(['061542078.jpg'], dtype='<U13'),)",walking,climbing hills,147
3308,4559,"(array(['099694942.jpg'], dtype='<U13'),)",walking,backpacking,940
3309,4560,"(array(['072015746.jpg'], dtype='<U13'),)",walking,backpacking,940
3310,4561,"(array(['028722121.jpg'], dtype='<U13'),)",walking,backpacking,940
3311,4562,"(array(['087975240.jpg'], dtype='<U13'),)",walking,backpacking,940
3312,4563,"(array(['004922091.jpg'], dtype='<U13'),)",walking,backpacking,940
3313,4564,"(array(['023108085.jpg'], dtype='<U13'),)",walking,backpacking,940
3314,4565,"(array(['089738572.jpg'], dtype='<U13'),)",walking,backpacking,940
3315,4566,"(array(['025619151.jpg'], dtype='<U13'),)",walking,backpacking,940
3316,4567,"(array(['022065106.jpg'], dtype='<U13'),)",occupation,"chambermaid, hotel housekeeper, making bed, cleaning bathroom, pushing cart",148
3317,4568,"(array(['013812529.jpg'], dtype='<U13'),)",occupation,"chambermaid, hotel housekeeper, making bed, cleaning bathroom, pushing cart",148
3318,4569,"(array(['085911176.jpg'], dtype='<U13'),)",occupation,"chambermaid, hotel housekeeper, making bed, cleaning bathroom, pushing cart",148
3319,4570,"(array(['050005826.jpg'], dtype='<U13'),)",occupation,"chambermaid, hotel housekeeper, making bed, cleaning bathroom, pushing cart",148
3320,4571,"(array(['067489320.jpg'], dtype='<U13'),)",occupation,"chambermaid, hotel housekeeper, making bed, cleaning bathroom, pushing cart",148
3321,4572,"(array(['023906638.jpg'], dtype='<U13'),)",occupation,"chambermaid, hotel housekeeper, making bed, cleaning bathroom, pushing cart",148
3322,4573,"(array(['075804042.jpg'], dtype='<U13'),)",occupation,"chambermaid, hotel housekeeper, making bed, cleaning bathroom, pushing cart",148
3323,4574,"(array(['076000554.jpg'], dtype='<U13'),)",occupation,"chambermaid, hotel housekeeper, making bed, cleaning bathroom, pushing cart",148
3324,4581,"(array(['030338554.jpg'], dtype='<U13'),)",occupation,"chambermaid, hotel housekeeper, making bed, cleaning bathroom, pushing cart",148
3325,4582,"(array(['078189091.jpg'], dtype='<U13'),)",occupation,"chambermaid, hotel housekeeper, making bed, cleaning bathroom, pushing cart",148
3326,4583,"(array(['076585864.jpg'], dtype='<U13'),)",occupation,"chambermaid, hotel housekeeper, making bed, cleaning bathroom, pushing cart",148
3327,4590,"(array(['057506057.jpg'], dtype='<U13'),)",occupation,"chambermaid, hotel housekeeper, making bed, cleaning bathroom, pushing cart",148
3328,4591,"(array(['020681789.jpg'], dtype='<U13'),)",occupation,"chambermaid, hotel housekeeper, making bed, cleaning bathroom, pushing cart",148
3329,4592,"(array(['050445594.jpg'], dtype='<U13'),)",occupation,"chambermaid, hotel housekeeper, making bed, cleaning bathroom, pushing cart",148
3330,4593,"(array(['031218974.jpg'], dtype='<U13'),)",occupation,"chambermaid, hotel housekeeper, making bed, cleaning bathroom, pushing cart",148
3331,4603,"(array(['037023219.jpg'], dtype='<U13'),)",occupation,"chambermaid, hotel housekeeper, making bed, cleaning bathroom, pushing cart",148
3332,4604,"(array(['075127892.jpg'], dtype='<U13'),)",occupation,"chambermaid, hotel housekeeper, making bed, cleaning bathroom, pushing cart",148
3333,4605,"(array(['089699529.jpg'], dtype='<U13'),)",occupation,"chambermaid, hotel housekeeper, making bed, cleaning bathroom, pushing cart",148
3334,4606,"(array(['084612421.jpg'], dtype='<U13'),)",occupation,"chambermaid, hotel housekeeper, making bed, cleaning bathroom, pushing cart",148
3335,4607,"(array(['018281339.jpg'], dtype='<U13'),)",occupation,"chambermaid, hotel housekeeper, making bed, cleaning bathroom, pushing cart",148
3336,4608,"(array(['095629188.jpg'], dtype='<U13'),)",occupation,"chambermaid, hotel housekeeper, making bed, cleaning bathroom, pushing cart",148
3337,4609,"(array(['037667644.jpg'], dtype='<U13'),)",occupation,"chambermaid, hotel housekeeper, making bed, cleaning bathroom, pushing cart",148
3338,4610,"(array(['033924066.jpg'], dtype='<U13'),)",occupation,"chambermaid, hotel housekeeper, making bed, cleaning bathroom, pushing cart",148
3339,4611,"(array(['006243133.jpg'], dtype='<U13'),)",occupation,"chambermaid, hotel housekeeper, making bed, cleaning bathroom, pushing cart",148
3340,4612,"(array(['048617365.jpg'], dtype='<U13'),)",occupation,"chambermaid, hotel housekeeper, making bed, cleaning bathroom, pushing cart",148
3341,4613,"(array(['010901362.jpg'], dtype='<U13'),)",occupation,"chambermaid, hotel housekeeper, making bed, cleaning bathroom, pushing cart",148
3342,4614,"(array(['024853982.jpg'], dtype='<U13'),)",occupation,"chambermaid, hotel housekeeper, making bed, cleaning bathroom, pushing cart",148
3343,4615,"(array(['031694262.jpg'], dtype='<U13'),)",occupation,"chambermaid, hotel housekeeper, making bed, cleaning bathroom, pushing cart",148
3344,4616,"(array(['080882632.jpg'], dtype='<U13'),)",occupation,"chambermaid, hotel housekeeper, making bed, cleaning bathroom, pushing cart",148
3345,4617,"(array(['087548865.jpg'], dtype='<U13'),)",occupation,"chambermaid, hotel housekeeper, making bed, cleaning bathroom, pushing cart",148
3346,4618,"(array(['030246632.jpg'], dtype='<U13'),)",occupation,"chambermaid, hotel housekeeper, making bed, cleaning bathroom, pushing cart",148
3347,4628,"(array(['064572504.jpg'], dtype='<U13'),)",running,"jogging, on a mini-tramp",983
3348,4629,"(array(['051057041.jpg'], dtype='<U13'),)",running,"jogging, on a mini-tramp",983
3349,4630,"(array(['011995294.jpg'], dtype='<U13'),)",running,"jogging, on a mini-tramp",983
3350,4631,"(array(['031206404.jpg'], dtype='<U13'),)",running,"jogging, on a mini-tramp",983
3351,4632,"(array(['080239603.jpg'], dtype='<U13'),)",running,"jogging, on a mini-tramp",983
3352,4633,"(array(['086141805.jpg'], dtype='<U13'),)",running,"jogging, on a mini-tramp",983
3353,4634,"(array(['013730003.jpg'], dtype='<U13'),)",running,"jogging, on a mini-tramp",983
3354,4635,"(array(['095238675.jpg'], dtype='<U13'),)",running,"jogging, on a mini-tramp",983
3355,4636,"(array(['032882262.jpg'], dtype='<U13'),)",running,"jogging, on a mini-tramp",983
3356,4637,"(array(['066231374.jpg'], dtype='<U13'),)",running,"jogging, on a mini-tramp",983
3357,4638,"(array(['075182515.jpg'], dtype='<U13'),)",running,"jogging, on a mini-tramp",983
3358,4639,"(array(['081194623.jpg'], dtype='<U13'),)",running,"jogging, on a mini-tramp",983
3359,4640,"(array(['094574970.jpg'], dtype='<U13'),)",running,"jogging, on a mini-tramp",983
3360,4641,"(array(['031291955.jpg'], dtype='<U13'),)",running,"jogging, on a mini-tramp",983
3361,4642,"(array(['085850645.jpg'], dtype='<U13'),)",running,"jogging, on a mini-tramp",983
3362,4643,"(array(['013168690.jpg'], dtype='<U13'),)",running,"jogging, on a mini-tramp",983
3363,4644,"(array(['070504091.jpg'], dtype='<U13'),)",running,"jogging, on a mini-tramp",983
3364,4650,"(array(['005363479.jpg'], dtype='<U13'),)",occupation,"horse grooming, feeding, cleaning, harnessing and unharnessing",903
3365,4651,"(array(['071746499.jpg'], dtype='<U13'),)",occupation,"horse grooming, feeding, cleaning, harnessing and unharnessing",903
3366,4652,"(array(['047547572.jpg'], dtype='<U13'),)",occupation,"horse grooming, feeding, cleaning, harnessing and unharnessing",903
3367,4653,"(array(['084909802.jpg'], dtype='<U13'),)",occupation,"horse grooming, feeding, cleaning, harnessing and unharnessing",903
3368,4654,"(array(['038339714.jpg'], dtype='<U13'),)",occupation,"horse grooming, feeding, cleaning, harnessing and unharnessing",903
3369,4655,"(array(['016827859.jpg'], dtype='<U13'),)",occupation,"horse grooming, feeding, cleaning, harnessing and unharnessing",903
3370,4656,"(array(['083644219.jpg'], dtype='<U13'),)",occupation,"horse grooming, feeding, cleaning, harnessing and unharnessing",903
3371,4657,"(array(['054890963.jpg'], dtype='<U13'),)",occupation,horse racing,150
3372,4658,"(array(['018919579.jpg'], dtype='<U13'),)",occupation,horse racing,150
3373,4659,"(array(['072038400.jpg'], dtype='<U13'),)",occupation,horse racing,150
3374,4660,"(array(['051111364.jpg'], dtype='<U13'),)",occupation,horse racing,150
3375,4661,"(array(['060431298.jpg'], dtype='<U13'),)",occupation,horse racing,150
3376,4662,"(array(['046089834.jpg'], dtype='<U13'),)",occupation,horse racing,150
3377,4663,"(array(['082870898.jpg'], dtype='<U13'),)",occupation,horse racing,150
3378,4664,"(array(['082956272.jpg'], dtype='<U13'),)",occupation,horse racing,150
3379,4665,"(array(['070938882.jpg'], dtype='<U13'),)",occupation,horse racing,150
3380,4666,"(array(['010540138.jpg'], dtype='<U13'),)",occupation,horse racing,150
3381,4667,"(array(['083885386.jpg'], dtype='<U13'),)",occupation,"horse grooming, feeding, cleaning, harnessing and unharnessing",903
3382,4668,"(array(['067101298.jpg'], dtype='<U13'),)",occupation,"horse grooming, feeding, cleaning, harnessing and unharnessing",903
3383,4669,"(array(['069702417.jpg'], dtype='<U13'),)",occupation,"horse grooming, feeding, cleaning, harnessing and unharnessing",903
3384,4670,"(array(['036298284.jpg'], dtype='<U13'),)",occupation,"horse grooming, feeding, cleaning, harnessing and unharnessing",903
3385,4671,"(array(['087927956.jpg'], dtype='<U13'),)",occupation,"horse grooming, feeding, cleaning, harnessing and unharnessing",903
3386,4672,"(array(['072537160.jpg'], dtype='<U13'),)",occupation,"horse grooming, feeding, cleaning, harnessing and unharnessing",903
3387,4673,"(array(['011259047.jpg'], dtype='<U13'),)",occupation,"horse grooming, feeding, cleaning, harnessing and unharnessing",903
3388,4674,"(array(['040777803.jpg'], dtype='<U13'),)",occupation,"horse grooming, feeding, cleaning, harnessing and unharnessing",903
3389,4675,"(array(['088638036.jpg'], dtype='<U13'),)",occupation,"horse grooming, feeding, cleaning, harnessing and unharnessing",903
3390,4676,"(array(['004719670.jpg'], dtype='<U13'),)",occupation,horse racing,150
3391,4677,"(array(['096141662.jpg'], dtype='<U13'),)",occupation,horse racing,150
3392,4678,"(array(['067916257.jpg'], dtype='<U13'),)",occupation,horse racing,150
3393,4688,"(array(['054425734.jpg'], dtype='<U13'),)",sports,"archery, non-hunting",151
3394,4689,"(array(['097577882.jpg'], dtype='<U13'),)",sports,"archery, non-hunting",151
3395,4690,"(array(['036913619.jpg'], dtype='<U13'),)",sports,"archery, non-hunting",151
